pkey,HRYEAR4,PWSSWGT,n_y1_teach,n_y2_obs,n_y2_nonsummer,leaver
571269004120157|08011|1|24218,2018,3838.1155,4,4.0,4.0,0
648990307131002|08011|2|24218,2018,3397.3943,4,4.0,4.0,0
101201001610579|08011|2|24218,2018,3444.3853,4,4.0,4.0,0
764530104941002|08011|2|24218,2018,3725.7717,4,4.0,4.0,0
771970592261002|08011|3|24218,2018,3164.7336,4,4.0,4.0,0
171062070015850|08011|2|24218,2018,2921.4763,4,4.0,4.0,0
020810195898268|08111|1|24218,2018,1292.7677,4,4.0,4.0,0
221782001320262|08011|1|24218,2018,1109.8505,4,4.0,4.0,0
288952701150207|08111|2|24218,2018,911.4132,4,4.0,4.0,0
504204832810576|08011|2|24216,2018,1197.2184,1,4.0,4.0,1
822670839691002|08011|1|24218,2018,1608.4275,4,4.0,4.0,1
195092090041627|08011|1|24218,2018,4781.7114,4,4.0,4.0,0
020910025143672|08011|1|24218,2018,4104.728,4,4.0,4.0,0
202470818010999|08011|2|24218,2018,3217.8503,4,4.0,4.0,0
110050439301651|08011|1|24218,2018,485.747,4,3.0,3.0,0
503619170404009|08111|1|24218,2018,412.8679,4,3.0,3.0,0
503619170404009|08111|2|24218,2018,525.5415,4,3.0,3.0,0
710283301470307|08111|2|24218,2018,478.5412,4,4.0,4.0,0
064940631161003|08011|2|24218,2018,407.2208,4,4.0,4.0,0
330550201281304|08011|2|24218,2018,518.3533,4,4.0,4.0,0
907301624010232|08011|2|24218,2018,471.9958,3,2.0,2.0,0
152843010034160|08011|2|24218,2018,1263.9559,4,4.0,4.0,0
030110209131332|08011|2|24218,2018,1239.8444,4,4.0,4.0,0
171119005830945|08011|1|24218,2018,1198.972,4,2.0,2.0,0
901873901350302|08011|2|24217,2018,1181.3073,3,4.0,4.0,0
610004113953943|08011|1|24217,2018,847.4401,3,4.0,4.0,0
633284130700101|08011|1|24218,2018,800.2846,4,4.0,4.0,0
683866001910304|08011|2|24218,2018,806.9888,4,4.0,4.0,1
811630006430896|08011|2|24218,2018,802.5407,4,4.0,4.0,0
160543030044524|08011|2|24218,2018,856.9391,4,4.0,4.0,0
351041003430754|08011|1|24218,2018,3576.0186,3,4.0,4.0,0
505309884410216|08011|3|24218,2018,3412.3347,4,4.0,4.0,0
161946008430542|08011|2|24218,2018,3576.0186,4,4.0,4.0,0
103318352510519|08111|2|24218,2018,935.4686,3,4.0,4.0,0
030510317996552|08111|1|24218,2018,935.5585,3,4.0,4.0,0
194043050002741|08111|1|24218,2018,816.463,4,4.0,4.0,0
210009963535175|08111|2|24218,2018,855.7166,4,4.0,4.0,0
510000063336155|08011|2|24218,2018,825.8615,4,4.0,4.0,0
592790266361003|08011|2|24218,2018,950.9201,4,4.0,4.0,0
753055170200417|08011|3|24218,2018,1087.9333,3,4.0,4.0,1
030610610003791|08011|1|24218,2018,3394.5513,3,4.0,4.0,0
030610810003711|08011|2|24218,2018,5106.991,4,1.0,1.0,1
634780990031103|08011|3|24218,2018,3323.4856,4,4.0,4.0,0
866846501731300|08011|1|24217,2018,4690.108,3,4.0,4.0,0
030610658831747|08011|1|24218,2018,3502.8293,4,4.0,4.0,0
301790910010603|08011|2|24217,2018,4693.5015,2,3.0,3.0,0
311060913092652|08011|1|24218,2018,3785.5947,3,3.0,3.0,0
605230048531003|08011|1|24218,2018,4613.9277,4,4.0,4.0,0
605230048531003|08011|2|24218,2018,3846.8628,4,4.0,4.0,0
810004883113046|08011|1|24218,2018,3327.7395,4,4.0,4.0,0
906302081610021|08011|1|24218,2018,3562.5918,4,2.0,2.0,1
503305339610844|08011|2|24218,2018,3127.7153,4,4.0,4.0,1
628270057221003|08011|1|24216,2018,3859.4707,1,4.0,4.0,1
106373070044514|08011|1|24218,2018,3191.8052,4,4.0,4.0,0
305370813084738|08011|2|24218,2018,3011.4844,3,2.0,2.0,0
901305763710177|08011|1|24218,2018,3011.4844,4,4.0,4.0,0
000078791303941|08011|1|24218,2018,514.1569,4,4.0,4.0,0
501089003930754|08011|1|24218,2018,446.8518,4,4.0,4.0,0
168253080067042|08011|2|24218,2018,471.1096,4,4.0,4.0,0
030912554182145|08011|1|24218,2018,4325.33,4,4.0,4.0,0
701300597910862|08011|1|24218,2018,4441.9663,4,4.0,4.0,0
021892003630500|08011|1|24218,2018,3937.235,2,4.0,4.0,1
030910170526303|08011|1|24218,2018,3194.6902,4,4.0,4.0,0
158293090083008|08011|2|24217,2018,2922.9917,3,4.0,4.0,0
307120316047993|08011|2|24218,2018,3680.8914,4,4.0,4.0,0
507301684910768|08011|1|24218,2018,3907.929,4,4.0,4.0,0
809530201020306|08011|1|24218,2018,3218.6135,4,4.0,4.0,0
040010040459398|08011|1|24218,2018,2159.067,4,4.0,4.0,0
040010040459398|08011|2|24218,2018,2276.3545,4,4.0,4.0,0
140424000096634|08011|1|24218,2018,2031.148,4,1.0,1.0,0
402280719018005|08111|1|24218,2018,2306.0442,4,4.0,4.0,0
031001954401861|08111|1|24218,2018,2417.1106,4,4.0,4.0,0
040210787546559|08011|3|24218,2018,4616.9014,4,4.0,4.0,0
055082961407891|08011|3|24218,2018,4259.656,4,4.0,4.0,0
610004344818282|08011|1|24217,2018,4168.9067,3,3.0,3.0,0
610004344818282|08011|2|24217,2018,3920.2358,3,3.0,3.0,0
992657801580401|08011|1|24218,2018,3813.1304,4,4.0,4.0,1
056032574406621|07011|2|24215,2018,3865.6248,1,2.0,2.0,1
434750666901004|08011|2|24218,2018,856.1676,4,4.0,4.0,0
067034362404961|08011|2|24218,2018,764.0601,3,2.0,2.0,1
001402771510362|08011|1|24217,2018,3009.049,3,4.0,4.0,0
174444050004656|08011|2|24218,2018,3186.2021,4,4.0,4.0,0
295911701260405|08011|2|24218,2018,2431.2808,4,3.0,3.0,0
609405250510707|08111|1|24216,2018,2490.6572,2,4.0,4.0,0
048006502404111|08011|2|24218,2018,979.306,4,4.0,4.0,0
040710457734070|08011|1|24218,2018,2469.2434,4,4.0,4.0,1
201178009240165|08011|1|24217,2018,2788.9507,3,4.0,4.0,1
241073009540966|08011|1|24216,2018,2522.6082,2,4.0,4.0,1
291372008540384|08011|2|24218,2018,3566.1765,4,4.0,4.0,0
067115501740404|08011|1|24218,2018,2342.6262,4,4.0,4.0,0
171271009340981|08011|1|24218,2018,3365.348,4,4.0,4.0,0
227771801950402|08011|2|24218,2018,3129.7197,3,4.0,4.0,0
237973801760401|07011|2|24215,2018,2339.0186,1,4.0,4.0,1
707751701210401|08011|1|24217,2018,3577.136,3,4.0,4.0,1
301586001440844|08011|2|24218,2018,3737.7158,4,2.0,2.0,1
402370114099886|08011|2|24218,2018,3427.896,4,4.0,4.0,0
761482008140268|08011|2|24218,2018,3271.95,4,4.0,4.0,0
800520493801104|08011|2|24218,2018,3064.2783,4,4.0,4.0,0
410702034656588|08011|1|24218,2018,4007.5586,4,4.0,4.0,0
768183101390404|08011|1|24218,2018,3562.9075,4,4.0,4.0,0
401240015041863|08011|1|24218,2018,3581.615,4,4.0,4.0,1
401240015041863|08011|2|24218,2018,3763.7092,4,4.0,4.0,1
040810298771862|08011|1|24218,2018,4701.2837,4,4.0,4.0,0
207405050810701|08011|1|24218,2018,3641.834,4,4.0,4.0,0
310004254258478|08011|1|24218,2018,4870.35,4,3.0,3.0,0
002406517910052|07011|2|24215,2018,1199.3514,1,4.0,4.0,1
209408506910795|08011|1|24218,2018,1527.7499,4,4.0,4.0,0
409722601281405|08011|3|24217,2018,3330.9512,1,3.0,3.0,1
409722601281405|08011|2|24217,2018,1908.7753,1,3.0,3.0,1
961997011540923|08011|1|24218,2018,1619.3871,2,4.0,4.0,0
048029432402651|08011|1|24218,2018,1682.3605,4,4.0,4.0,0
594814130300909|08011|2|24218,2018,1506.0042,4,4.0,4.0,0
910001854034399|08011|1|24218,2018,1474.5618,4,4.0,4.0,1
050010312190152|08011|1|24218,2018,425.234,4,3.0,3.0,0
050010855560535|08111|1|24218,2018,400.5293,3,4.0,4.0,0
160864001850502|08012|2|24217,2018,368.8504,3,2.0,2.0,0
510009355827790|08011|1|24218,2018,412.2279,4,2.0,2.0,0
506910816044053|08011|1|24218,2018,389.6792,4,4.0,4.0,0
506910816044053|08011|2|24218,2018,334.2398,4,4.0,4.0,0
161712009350273|08011|2|24216,2018,3573.8125,1,1.0,1.0,1
010003005576641|08011|1|24218,2018,4161.718,3,4.0,4.0,0
050110091555076|08011|1|24218,2018,5039.6455,4,4.0,4.0,0
075011387506831|08011|1|24218,2018,3830.9424,4,4.0,4.0,0
110003935022461|08011|2|24217,2018,4758.4663,2,4.0,4.0,0
715336190200206|08011|1|24218,2018,4882.695,4,4.0,4.0,0
130755010073315|08011|2|24218,2018,3483.0195,4,3.0,3.0,0
507100318016186|08011|1|24218,2018,3771.4922,2,4.0,4.0,0
350960589551005|08111|2|24217,2018,3228.6284,3,2.0,2.0,0
372150559091105|08011|2|24218,2018,3279.8135,4,4.0,4.0,0
954272501770501|08011|1|24218,2018,629.0801,4,4.0,4.0,0
954272501770501|08011|2|24218,2018,651.4534,4,4.0,4.0,0
575874001650501|08011|1|24218,2018,3485.105,4,4.0,4.0,0
710008095015435|08011|1|24218,2018,3419.374,4,4.0,4.0,0
162425060013548|08011|2|24218,2018,428.021,4,4.0,4.0,1
521166008250344|08011|1|24218,2018,295.3647,4,1.0,1.0,0
050610968328137|08011|2|24218,2018,309.864,4,4.0,4.0,0
141665017850110|08011|2|24217,2018,288.3913,3,4.0,4.0,1
002250711084195|08011|1|24219,2018,2270.145,4,4.0,3.0,0
310102900814792|08011|1|24219,2018,451.729,4,4.0,3.0,0
910103590206362|08011|4|24219,2018,538.9429,4,2.0,2.0,0
133170020589481|08011|2|24219,2018,385.8154,4,4.0,3.0,0
410503960297292|08011|1|24219,2018,436.7693,4,4.0,3.0,0
444138101952005|08011|2|24219,2018,2889.2964,3,4.0,3.0,0
540599150805202|08011|1|24219,2018,2456.4143,3,4.0,3.0,0
009430011032519|08011|1|24219,2018,1230.804,4,4.0,3.0,0
210001610811235|08111|2|24219,2018,1196.4948,4,4.0,3.0,1
035085861000751|08011|2|24219,2018,1112.9662,4,4.0,3.0,0
130550050046417|08111|1|24219,2018,1115.559,4,4.0,3.0,0
000510134417083|08011|1|24219,2018,1268.2882,3,1.0,1.0,0
000611305887109|08011|2|24219,2018,3723.971,1,4.0,3.0,0
002521819058638|08011|3|24219,2018,4190.5347,4,4.0,3.0,0
007450716027667|08011|2|24219,2018,4994.621,4,4.0,3.0,1
076145701501009|08011|1|24219,2018,3871.111,4,4.0,3.0,1
076145701501009|08011|2|24219,2018,3725.1292,4,4.0,3.0,0
100610582329588|08011|2|24219,2018,4556.7993,4,4.0,3.0,0
210000870035656|08011|2|24219,2018,3672.8242,4,4.0,3.0,0
291665006600686|08011|2|24219,2018,3497.5781,4,4.0,3.0,0
647610834121000|08011|1|24219,2018,3790.989,4,4.0,3.0,0
707005674610726|08011|1|24219,2018,4056.7432,4,4.0,3.0,0
760577190306106|08011|1|24219,2018,3715.9917,3,4.0,3.0,0
003700610068630|08011|1|24219,2018,3657.4417,4,4.0,3.0,0
015030314092699|08011|1|24219,2018,3637.1597,4,4.0,3.0,0
018220614049671|08011|1|24219,2018,3780.8696,4,4.0,3.0,0
136150060105148|08011|2|24219,2018,3596.3716,4,4.0,3.0,0
171969005800941|08011|2|24219,2018,3638.291,4,4.0,3.0,0
636822411210009|08011|1|24219,2018,6076.528,4,4.0,3.0,1
642630915121100|08011|2|24219,2018,3560.0872,3,4.0,3.0,0
000260012006675|08011|3|24216,2018,3623.3953,1,4.0,4.0,1
180909100402603|08011|2|24219,2018,3470.884,4,1.0,1.0,0
603001093810314|08011|1|24219,2018,3516.7798,4,2.0,1.0,0
110000670834248|08011|1|24219,2018,3344.2,4,4.0,3.0,0
005340317097821|08011|2|24219,2018,3139.6333,4,4.0,3.0,0
998038301660005|08011|2|24219,2018,4162.761,4,4.0,3.0,0
147140090000662|08011|1|24219,2018,4299.154,4,4.0,3.0,0
147140090000662|08011|2|24219,2018,4984.7803,4,4.0,3.0,0
829895601190005|08011|2|24219,2018,4845.4097,4,4.0,3.0,0
152131000113044|08011|1|24216,2018,661.9047,1,4.0,4.0,0
301950120404214|08011|1|24219,2018,631.6988,4,4.0,3.0,0
310008321371392|08011|1|24219,2018,2935.4006,4,4.0,3.0,0
482802501970101|08011|1|24219,2018,4867.99,4,4.0,3.0,0
112010017097232|08011|2|24219,2018,3631.6602,4,4.0,3.0,0
115080015096209|08011|1|24219,2018,3714.8877,2,4.0,3.0,0
708102163210005|08011|2|24219,2018,3857.807,4,4.0,3.0,0
932252201110108|08011|1|24219,2018,3664.7566,4,4.0,3.0,0
016053695100641|08011|2|24219,2018,5165.147,4,4.0,3.0,0
031384110007416|08011|1|24219,2018,4847.997,4,4.0,3.0,0
094063769103831|08011|1|24219,2018,3804.7144,4,1.0,1.0,0
108370510096376|08011|1|24217,2018,3295.108,1,2.0,2.0,0
148831030087541|08011|1|24219,2018,4722.1646,3,4.0,3.0,0
531507120105808|08011|2|24217,2018,4256.066,2,4.0,4.0,0
643960601150105|08011|1|24219,2018,3831.211,4,4.0,3.0,0
910008871111053|08011|2|24219,2018,4074.3716,4,4.0,3.0,0
010310833984513|08011|2|24216,2018,3943.5767,1,4.0,4.0,0
010310192584055|08011|2|24219,2018,3626.6448,4,4.0,3.0,0
056053755103411|08011|1|24219,2018,3688.0247,4,4.0,3.0,1
331860130201001|08011|2|24219,2018,3606.6904,4,4.0,3.0,0
371580737181001|08011|1|24219,2018,3711.9272,3,4.0,3.0,1
571455027110271|08011|2|24217,2018,614.7543,2,4.0,4.0,1
705969201671109|08011|2|24218,2018,589.924,2,3.0,3.0,1
751099160803602|08111|2|24219,2018,1012.7373,4,4.0,3.0,1
110108291175965|08011|2|24219,2018,747.3513,4,4.0,3.0,0
802102202610196|08011|1|24219,2018,1127.6863,4,4.0,3.0,0
010713615835947|08011|1|24219,2018,3134.3157,2,4.0,3.0,0
014067426101731|08011|1|24219,2018,3327.5156,4,4.0,3.0,0
403137431710072|08011|1|24218,2018,3592.77,2,2.0,2.0,1
603131931710337|08011|3|24216,2018,4759.5693,1,4.0,4.0,0
010710323981531|08011|1|24219,2018,3304.855,4,4.0,3.0,0
095047050104331|08011|1|24219,2018,2782.0757,4,4.0,3.0,0
231474004810963|08011|1|24216,2018,5177.4893,1,4.0,4.0,1
730480780601301|08011|1|24217,2018,3693.391,2,4.0,4.0,0
881871004510414|08011|2|24219,2018,3240.812,4,4.0,3.0,0
767021401170104|08011|2|24219,2018,3396.5254,4,4.0,3.0,0
010710191316960|08011|2|24219,2018,3578.7087,4,4.0,3.0,0
171674140108701|08011|2|24219,2018,4239.1304,1,4.0,3.0,0
403109881710675|08011|2|24219,2018,3578.7087,4,4.0,3.0,0
737341601060106|08011|2|24217,2018,3443.769,2,3.0,3.0,1
058058302100651|08011|2|24219,2018,2483.895,4,4.0,3.0,0
181654140108907|08011|2|24219,2018,3028.9717,4,4.0,3.0,0
281124120100702|08011|2|24219,2018,2542.2268,4,4.0,3.0,0
402106020810749|08011|2|24219,2018,2555.3406,4,4.0,3.0,0
010910378725239|08011|2|24219,2018,2302.8916,4,4.0,3.0,0
010910161975755|08011|1|24219,2018,2213.0503,4,4.0,3.0,0
109171090045715|08011|1|24219,2018,2379.1606,4,4.0,3.0,0
167311090044310|08011|1|24218,2018,2212.9736,3,4.0,4.0,0
801107021910517|08011|1|24219,2018,2552.6245,4,4.0,3.0,0
402039110607709|08011|1|24219,2018,1755.6176,4,4.0,3.0,0
402039110607709|08011|2|24219,2018,2628.4958,4,4.0,3.0,0
710003042769190|08011|2|24219,2018,1948.4305,4,4.0,3.0,0
802202171010649|08011|2|24219,2018,1710.6495,4,4.0,3.0,0
410009772619461|08011|1|24219,2018,2724.7463,4,4.0,3.0,0
273080674371002|08011|1|24216,2018,1362.1797,1,2.0,2.0,0
022081190004907|08011|2|24219,2018,1922.9287,4,4.0,3.0,0
203010619033274|08111|2|24219,2018,1076.9375,4,4.0,3.0,0
522220801470209|08011|2|24218,2018,1444.2227,3,3.0,3.0,0
009208823210561|08011|2|24219,2018,1598.3053,2,4.0,3.0,1
410000032031672|08011|1|24219,2018,1087.7717,4,4.0,3.0,0
732547100007405|08111|1|24218,2018,1941.7126,3,2.0,2.0,1
020410681846295|08011|1|24219,2018,2986.883,4,4.0,3.0,0
131692040000950|08011|2|24219,2018,2676.1143,4,4.0,3.0,0
203390011096408|08011|2|24219,2018,4181.9375,1,4.0,3.0,0
024014571200141|08011|1|24217,2018,3790.1123,2,2.0,2.0,0
009208821510661|08111|2|24219,2018,2262.174,4,4.0,3.0,0
020510395762736|08011|2|24219,2018,3003.876,4,4.0,3.0,0
020510943145833|08011|2|24219,2018,2311.1467,4,4.0,3.0,0
125700501121203|08011|1|24219,2018,2262.174,4,4.0,3.0,0
167492050099734|08011|2|24218,2018,3170.5889,3,4.0,4.0,0
591158000820674|08011|2|24219,2018,3007.973,4,4.0,3.0,0
852261100101402|08111|1|24219,2018,2860.0745,2,4.0,3.0,1
852816100308902|08011|1|24218,2018,2466.811,2,3.0,3.0,1
915392801050209|08011|1|24219,2018,2293.5999,4,4.0,3.0,0
020510075069676|08111|2|24219,2018,2459.166,4,4.0,3.0,0
111342060031247|08011|2|24218,2018,3255.483,3,4.0,4.0,1
167842060002563|08011|1|24219,2018,3121.1543,4,4.0,3.0,0
406537301940206|08011|2|24219,2018,3511.702,4,4.0,3.0,0
143442060023325|08011|2|24219,2018,3114.1387,4,4.0,3.0,0
066067842204311|08011|1|24219,2018,2944.29,4,4.0,3.0,0
972030160004501|08011|2|24219,2018,2892.593,4,4.0,3.0,0
891987006920172|08011|1|24219,2018,1156.8927,3,4.0,3.0,1
206200512082813|08011|1|24219,2018,1125.2632,4,4.0,3.0,0
096079244202521|08011|1|24219,2018,3130.387,4,4.0,3.0,0
096079244202521|08011|2|24219,2018,3375.7852,4,4.0,3.0,0
125832090037542|08011|1|24219,2018,2795.14,4,4.0,3.0,0
769171301780203|08011|2|24219,2018,2657.788,4,4.0,3.0,0
308312090010227|08011|2|24216,2018,459.495,1,4.0,4.0,1
971304007430144|08011|1|24219,2018,579.8478,4,4.0,3.0,0
200993501860307|08111|2|24219,2018,479.3371,3,4.0,3.0,1
401381101860302|08011|1|24219,2018,1066.7693,4,4.0,3.0,0
013480120402906|08011|2|24219,2018,1403.6168,4,4.0,3.0,0
334590911030262|08011|2|24219,2018,1953.5848,4,4.0,3.0,0
367092606305561|08011|2|24219,2018,1898.6447,1,4.0,3.0,0
823961150808538|08011|1|24219,2018,2118.6697,4,3.0,3.0,0
335350612009276|08011|2|24219,2018,2385.2617,3,4.0,3.0,0
464220100311003|08011|1|24218,2018,3854.0872,3,4.0,4.0,0
030410487764241|08011|3|24219,2018,3737.5212,4,4.0,3.0,1
302300674410242|08011|1|24219,2018,4437.211,4,3.0,3.0,0
807303500410723|08111|3|24218,2018,4465.613,3,4.0,4.0,0
543360677191003|08111|1|24216,2018,789.3712,1,4.0,4.0,0
030510814286137|08011|2|24218,2018,990.9663,3,4.0,4.0,0
405305067610344|08011|1|24218,2018,4630.29,3,4.0,4.0,0
041067004330666|08011|1|24219,2018,3796.7666,4,4.0,3.0,0
053006279302951|08011|1|24219,2018,4245.273,4,4.0,3.0,0
053006279302951|08011|2|24219,2018,4000.8596,4,4.0,3.0,0
063901190602001|08011|2|24219,2018,4434.584,4,4.0,3.0,0
118006071300271|08011|2|24219,2018,3561.2085,4,4.0,3.0,1
256732901500309|08011|2|24219,2018,3844.3298,4,3.0,3.0,0
303120017024615|08011|1|24219,2018,3968.0537,3,4.0,3.0,0
303120017024615|08011|2|24219,2018,3815.4895,3,4.0,3.0,0
314110516049656|08011|1|24219,2018,6952.7715,3,3.0,2.0,0
610000523955386|08011|1|24217,2018,5180.1045,2,3.0,3.0,0
900309016610210|08011|3|24219,2018,4286.2075,4,1.0,1.0,0
521267002030278|08011|2|24216,2018,3324.2358,1,1.0,1.0,1
706306393610826|08011|1|24219,2018,3244.1116,4,2.0,2.0,0
657526301100305|08011|3|24219,2018,4247.3564,3,4.0,3.0,0
410001503339447|08011|2|24219,2018,3318.848,4,2.0,1.0,0
610102273631087|08011|2|24219,2018,3605.2734,4,4.0,3.0,0
010004663539687|08011|2|24219,2018,3288.1013,4,4.0,3.0,0
030810215164467|08011|1|24219,2018,433.2221,3,4.0,3.0,1
083523120305105|08111|2|24219,2018,498.7128,4,4.0,3.0,0
683284160301805|08111|1|24219,2018,334.1238,4,4.0,3.0,0
161783008530511|08011|1|24219,2018,425.9154,3,3.0,2.0,0
300520119090854|08111|3|24219,2018,366.6348,4,4.0,3.0,1
718581301160305|08011|2|24219,2018,475.3756,4,4.0,3.0,0
810008243836648|08011|2|24219,2018,398.8277,4,4.0,3.0,0
081069387305791|08011|2|24219,2018,3241.8875,4,2.0,2.0,0
310004643961189|08011|1|24219,2018,3395.9263,4,3.0,2.0,0
599894601690303|08011|1|24219,2018,3044.5222,4,3.0,3.0,1
593745130305202|08011|2|24219,2018,3100.5664,4,4.0,3.0,0
040010168839615|08011|2|24219,2018,1942.1234,1,4.0,3.0,1
040010165713258|08111|1|24217,2018,2308.0671,2,4.0,4.0,0
104093120007907|08011|2|24218,2018,2277.4287,3,4.0,4.0,0
110002354612760|08011|1|24219,2018,1590.9161,4,4.0,3.0,0
701403561010622|08011|2|24219,2018,1700.7343,4,4.0,3.0,0
524889170106510|08011|1|24218,2018,6738.5806,2,4.0,4.0,1
092022932402161|08011|2|24219,2018,3335.293,4,4.0,3.0,0
273350707571004|08011|1|24219,2018,3489.868,3,4.0,3.0,0
502966201670409|08011|2|24219,2018,3562.2742,4,4.0,3.0,0
403110912005266|08011|1|24219,2018,3190.844,3,4.0,3.0,0
040411330184389|08011|2|24219,2018,842.4724,4,4.0,3.0,0
101749006140432|08011|1|24219,2018,963.7554,1,4.0,3.0,1
174744040013849|08011|2|24219,2018,943.3336,4,4.0,3.0,0
191440016640263|08011|2|24219,2018,943.3336,4,4.0,3.0,0
412200315043476|08011|1|24219,2018,963.7554,4,4.0,3.0,0
550970109081004|08011|2|24219,2018,2113.6638,4,4.0,3.0,0
905362101590400|08011|2|24219,2018,1922.9233,4,4.0,3.0,0
040610027080099|08111|1|24219,2018,686.6848,4,3.0,3.0,0
407080210009609|08111|1|24219,2018,633.0533,3,4.0,3.0,0
407080210009609|08111|2|24219,2018,543.7944,3,4.0,3.0,0
751361009840774|08011|2|24219,2018,490.6086,4,4.0,3.0,0
040610114397212|08011|1|24219,2018,459.9874,4,2.0,1.0,0
971960007840722|08011|2|24219,2018,456.8061,4,4.0,3.0,0
134654070009269|08011|4|24216,2018,3724.7568,1,3.0,3.0,1
774013130509503|08011|2|24219,2018,3375.192,4,4.0,3.0,0
040710170368267|08111|2|24219,2018,2934.1094,4,3.0,2.0,0
149574070039502|08111|2|24219,2018,2419.9995,4,4.0,3.0,0
297803701300409|08011|3|24219,2018,2854.3367,4,3.0,3.0,0
957483301760405|08011|3|24218,2018,3252.9363,1,1.0,1.0,1
510008964316287|08011|2|24219,2018,2387.2273,4,4.0,3.0,0
040810730562534|08011|1|24219,2018,3460.6606,4,4.0,3.0,0
040811144785983|08011|2|24219,2018,3779.593,3,4.0,3.0,0
784300120201529|08011|1|24218,2018,3800.3052,3,4.0,4.0,1
036078944402231|08011|1|24219,2018,4010.9297,4,4.0,3.0,0
404810416029806|08011|1|24219,2018,3984.098,4,4.0,3.0,0
405479635810044|08011|1|24219,2018,4280.374,4,4.0,3.0,0
610007234111048|08011|2|24219,2018,3636.2073,1,4.0,3.0,0
806610374781104|08011|1|24219,2018,4010.9297,4,4.0,3.0,0
850400129111004|08011|2|24217,2018,3113.6245,1,3.0,3.0,1
850470317811004|08011|2|24219,2018,3437.6755,1,4.0,3.0,1
205412150206602|08111|1|24219,2018,572.7693,4,4.0,3.0,0
505400412031034|08111|1|24219,2018,572.7693,4,4.0,3.0,0
710000965625180|08011|2|24219,2018,547.8925,4,4.0,3.0,1
050010895685936|08111|1|24218,2018,374.7204,3,4.0,4.0,0
405839130805807|08111|1|24219,2018,401.8814,4,4.0,3.0,0
134190647231005|08011|1|24218,2018,4661.0024,3,1.0,1.0,0
044001533506761|08011|2|24219,2018,2993.536,4,4.0,3.0,0
010000275610321|08011|1|24219,2018,5524.152,4,4.0,3.0,0
172620731191005|08011|2|24219,2018,3129.488,4,4.0,3.0,0
169635030068949|08011|1|24219,2018,3038.868,4,4.0,3.0,0
045093341505301|08011|1|24219,2018,3054.5544,4,4.0,3.0,0
045093341505301|08011|2|24219,2018,2886.636,4,4.0,3.0,0
195013716501061|08011|2|24219,2018,3301.0227,4,4.0,3.0,0
210005715337423|08011|2|24219,2018,2689.5005,2,4.0,3.0,1
507040014058334|08111|1|24219,2018,3017.3135,4,4.0,3.0,0
507040014058334|08111|2|24219,2018,2984.619,4,4.0,3.0,0
050310067217529|08111|1|24219,2018,2802.5154,3,4.0,3.0,0
208503112310305|08011|2|24219,2018,2834.8513,4,4.0,3.0,0
910002175205673|08111|2|24219,2018,3234.8484,4,4.0,3.0,0
050411163211935|08111|2|24219,2018,678.5728,4,3.0,3.0,0
116094655504681|08111|2|24218,2018,684.1283,1,3.0,3.0,0
513110611095423|08111|1|24219,2018,721.584,3,4.0,3.0,0
245033140305105|08111|2|24219,2018,573.978,4,4.0,3.0,0
119505050093036|08011|2|24219,2018,2950.1633,4,4.0,3.0,0
931154005450824|08012|2|24218,2018,3896.5088,3,2.0,2.0,0
409506172510145|08011|1|24219,2018,2793.561,4,4.0,3.0,1
409506172510145|08011|2|24219,2018,3081.0322,4,4.0,3.0,0
910005615124475|08011|1|24219,2018,3170.1868,4,4.0,3.0,0
572480655631005|08011|1|24219,2018,3808.7876,4,3.0,2.0,0
481362002350755|08111|1|24219,2018,345.2148,4,4.0,3.0,0
165247110502408|08011|1|24218,2018,382.4886,3,3.0,3.0,0
000004795110719|08111|4|24220,2018,1806.4369,4,4.0,2.0,0
000110509947170|08111|1|24220,2018,1806.4369,1,4.0,2.0,1
305013514110247|08011|2|24220,2018,1692.9696,3,4.0,2.0,0
310002740827431|08011|1|24217,2018,1903.0532,1,4.0,4.0,1
166330303541000|08011|1|24220,2018,1862.353,4,4.0,2.0,0
237002624006991|08011|1|24220,2018,587.0534,3,4.0,2.0,0
237002624006991|08011|2|24220,2018,551.9698,3,4.0,2.0,0
740055170500467|08011|2|24220,2018,3732.0293,1,1.0,1.0,0
910001450335314|08111|1|24219,2018,4227.046,2,3.0,3.0,0
000510588015699|08111|1|24220,2018,1261.6447,4,4.0,2.0,0
505015271510182|08011|2|24220,2018,1178.8589,4,4.0,2.0,0
765647401400002|08011|1|24220,2018,1137.8455,4,2.0,0.0,0
500490155711100|08111|2|24220,2018,1203.9696,4,2.0,1.0,0
003790716084536|08011|1|24220,2018,1110.3003,2,4.0,2.0,1
555900716271000|08011|2|24220,2018,1122.9379,4,3.0,2.0,0
581857005100630|08011|2|24219,2018,1203.2445,3,4.0,3.0,0
025950017074648|08011|1|24220,2018,3441.3938,4,4.0,2.0,0
029076829006771|08011|3|24220,2018,4964.7573,4,4.0,2.0,0
171360098002288|08011|1|24220,2018,3148.3782,4,4.0,2.0,1
192630260852594|08011|2|24220,2018,3181.8044,4,4.0,2.0,0
659490356221820|08011|1|24220,2018,3428.952,4,4.0,2.0,0
710307400814756|08011|2|24220,2018,3575.2937,4,4.0,2.0,0
109066155006831|08011|2|24220,2018,6061.9336,3,4.0,2.0,0
111267006100197|08011|1|24218,2018,4016.6636,2,4.0,4.0,0
116460260839482|08011|1|24220,2018,3108.5813,4,4.0,2.0,0
