pkey,HRYEAR4,PWSSWGT,n_y1_teach,n_y2_obs,n_y2_nonsummer,leaver
208705931790240|81001|3|24079,2006,540.296,4,4.0,2.0,0
474196408000831|81001|2|24078,2006,427.6828,3,4.0,1.0,0
490659870589101|81001|2|24078,2006,437.3412,3,4.0,1.0,0
977070321189550|81001|1|24079,2006,454.8137,4,4.0,2.0,1
008902491999022|81001|1|24079,2006,3325.7322,4,4.0,2.0,0
194997107022238|81001|1|24078,2006,3546.8467,3,3.0,0.0,0
308908321991392|81001|1|24079,2006,2982.0483,4,4.0,2.0,0
710200012490214|81001|1|24078,2006,3449.1228,3,4.0,1.0,0
721808078909294|81001|1|24079,2006,2774.398,4,4.0,2.0,0
810209967381496|81001|1|24079,2006,2583.9026,4,4.0,2.0,0
083981820908396|81001|1|24079,2006,3427.5298,4,4.0,2.0,0
810209931717177|81001|2|24079,2006,2722.016,4,4.0,2.0,0
810209954800398|81001|2|24079,2006,2862.188,4,4.0,2.0,0
015591820988590|81001|2|24079,2006,3572.2012,4,4.0,2.0,0
299100701300971|81001|2|24078,2006,3137.5967,3,4.0,1.0,0
508906491990353|81001|1|24079,2006,3468.1125,4,4.0,2.0,1
031519046909494|81001|2|24077,2006,3437.3,2,4.0,1.0,1
108902501993253|81001|2|24079,2006,3642.5857,4,4.0,2.0,0
585197819300798|81001|1|24079,2006,3560.3987,4,1.0,0.0,0
931855068909196|81001|2|24079,2006,3514.16,4,4.0,2.0,1
399970487430681|81001|1|24079,2006,3351.7654,3,4.0,2.0,1
508706981791585|81001|1|24079,2006,507.5279,4,4.0,2.0,0
810509824593092|81001|3|24079,2006,679.6433,4,4.0,2.0,0
100008101061621|81001|2|24079,2006,770.0217,4,4.0,2.0,1
008900861977487|81001|1|24079,2006,3948.3025,4,4.0,2.0,0
008900861977487|81001|2|24079,2006,3079.135,4,4.0,2.0,0
257200550570104|81001|2|24076,2006,2780.6714,1,4.0,2.0,0
719480780600981|81001|1|24079,2006,3450.1003,4,3.0,2.0,1
810709748086790|81001|1|24079,2006,3269.5757,4,4.0,2.0,0
860178094718009|81001|2|24079,2006,3200.0105,4,3.0,1.0,0
908900651998777|81001|1|24079,2006,3354.9033,4,2.0,0.0,0
193955100012748|81002|1|24076,2006,3119.5945,1,4.0,2.0,0
789380556200981|81001|1|24079,2006,2956.8909,1,4.0,2.0,0
860078094718008|81001|2|24079,2006,3226.1497,4,4.0,2.0,0
953098860189540|81001|1|24079,2006,2660.951,4,4.0,2.0,0
193928807070809|81001|1|24079,2006,3069.766,3,4.0,2.0,0
042059122180410|81001|1|24079,2006,1152.3154,4,4.0,2.0,0
196998403021939|81001|2|24079,2006,1354.8903,4,4.0,2.0,0
008909231994729|81001|2|24079,2006,1128.9927,4,4.0,2.0,0
191968202029939|81001|1|24079,2006,1325.3844,4,4.0,2.0,0
408605161944869|81001|1|24079,2006,1128.9927,4,3.0,1.0,0
810909953924299|81001|1|24079,2006,1270.1943,4,4.0,2.0,0
011741590797694|81001|2|24076,2006,1114.9124,1,4.0,2.0,1
630191019918520|81001|2|24079,2006,1292.7812,4,4.0,2.0,0
408908202791460|81001|2|24079,2006,1106.9741,4,3.0,2.0,0
069880247560982|81001|2|24079,2006,1433.3302,4,4.0,2.0,0
271928306041089|81001|1|24079,2006,1338.5968,4,4.0,2.0,0
820007931826491|81001|1|24079,2006,1490.6335,4,4.0,2.0,0
088269939000906|81001|1|24079,2006,1578.0425,4,4.0,2.0,0
294938902037099|81001|1|24079,2006,1291.3314,4,4.0,2.0,0
290978608033149|81001|1|24079,2006,2759.8938,4,4.0,2.0,0
070117017228370|81001|2|24079,2006,2819.813,4,4.0,2.0,0
901994580866207|81001|1|24079,2006,1949.3334,4,3.0,2.0,0
299958407015119|81001|1|24079,2006,2768.916,4,4.0,2.0,0
820106960392196|81001|2|24079,2006,1914.1483,1,4.0,2.0,1
291998004001269|81001|2|24079,2006,4133.7817,4,4.0,2.0,0
622253078909390|81001|1|24079,2006,2553.4746,4,4.0,2.0,0
087752820985897|81001|1|24079,2006,2980.0164,4,4.0,2.0,0
290928408025229|81001|1|24079,2006,3123.6091,4,4.0,2.0,0
055792830698341|81001|1|24079,2006,462.3519,4,4.0,2.0,0
475261324300966|81001|1|24078,2006,417.73,3,3.0,1.0,0
621033915284960|81001|1|24079,2006,450.5389,4,4.0,2.0,0
671053989284530|81001|1|24079,2006,462.3519,4,4.0,2.0,0
830135011128930|81001|1|24079,2006,494.3942,4,4.0,2.0,0
274938502033499|81001|2|24079,2006,1590.3517,4,4.0,2.0,0
820407973396894|81001|2|24079,2006,1902.841,3,4.0,2.0,0
842795027908177|81001|1|24078,2006,1586.0911,3,1.0,0.0,0
942285097908196|81001|2|24078,2006,1628.3549,3,3.0,1.0,0
042862850984694|81001|2|24079,2006,2697.9736,4,4.0,2.0,0
106901142798755|81001|2|24077,2006,2918.5227,2,4.0,1.0,0
860852092128499|81001|1|24079,2006,2697.9736,4,4.0,2.0,0
662649068909098|81001|1|24079,2006,2919.8735,4,4.0,2.0,0
789340723320782|81001|1|24079,2006,2237.443,1,3.0,2.0,1
085642770776897|81001|1|24078,2006,1500.3875,3,4.0,1.0,0
999007881289700|81001|2|24079,2006,1397.6744,4,2.0,0.0,1
680269659700905|81001|1|24079,2006,1451.9303,4,4.0,2.0,0
820909938178996|81001|1|24079,2006,2382.8928,4,4.0,2.0,0
066622890681791|81001|1|24079,2006,2627.6328,2,4.0,2.0,1
383265869900921|81001|2|24079,2006,2785.6042,4,4.0,2.0,0
150900064035319|81001|2|24076,2006,659.8682,1,4.0,2.0,0
362958701084099|81001|1|24079,2006,612.664,4,1.0,0.0,0
813167088909795|81001|2|24079,2006,818.7855,4,4.0,2.0,0
013480025908996|81001|1|24076,2006,786.3624,1,4.0,2.0,1
101450380701303|81001|2|24079,2006,1072.1417,4,4.0,2.0,0
110530307040183|81001|2|24079,2006,1072.1417,4,4.0,2.0,0
269650059270783|81001|1|24079,2006,1355.8982,4,4.0,2.0,0
690825097638069|81001|2|24079,2006,1423.8035,4,4.0,2.0,0
400735070835379|81001|2|24076,2006,463.6324,1,4.0,2.0,1
763063805389390|81001|1|24079,2006,397.1164,4,4.0,2.0,0
392948208035479|81001|2|24079,2006,4840.4717,4,3.0,2.0,0
489940851380983|81001|2|24079,2006,2716.8103,4,4.0,2.0,0
830409913127594|81001|2|24079,2006,2730.682,4,4.0,2.0,0
912075604369460|81001|2|24077,2006,966.1038,1,1.0,1.0,1
015953850981493|81001|2|24079,2006,1315.9454,4,4.0,2.0,0
090313860954196|81001|1|24079,2006,3992.8926,3,4.0,2.0,0
981076366389500|81001|1|24079,2006,3776.588,1,4.0,2.0,0
308909793792836|81001|2|24079,2006,3230.7014,4,4.0,2.0,0
963026805389850|81001|1|24079,2006,2940.3313,4,3.0,1.0,0
008097142380270|81001|1|24079,2006,3410.9983,4,4.0,2.0,0
393938308066739|81001|1|24079,2006,2987.8242,4,4.0,2.0,0
710710637400083|81001|1|24079,2006,2867.8723,4,4.0,2.0,1
060396219700975|81001|2|24077,2006,2590.8242,1,4.0,1.0,1
397908603014709|81001|3|24079,2006,4175.2573,4,4.0,2.0,0
873254078909790|81001|1|24079,2006,2980.6082,4,4.0,2.0,0
927579070369303|81001|2|24078,2006,2726.4446,3,4.0,1.0,0
973983098909696|81001|1|24079,2006,3463.499,4,4.0,2.0,0
394978709013759|81001|2|24079,2006,3819.4373,1,4.0,2.0,1
063273890681495|81001|1|24079,2006,3127.977,4,4.0,2.0,0
160994064235099|81002|2|24076,2006,2688.2222,1,4.0,2.0,0
081064800696540|81001|1|24079,2006,1749.4216,4,4.0,2.0,0
708909414994920|81001|2|24079,2006,1810.12,4,4.0,2.0,0
983464629000971|81001|1|24079,2006,1799.0212,4,4.0,2.0,0
478938204086149|81001|1|24079,2006,1632.5769,1,4.0,2.0,1
021184820982395|81001|3|24079,2006,3142.2798,4,4.0,2.0,0
570625097148279|81001|1|24079,2006,3020.406,2,4.0,2.0,0
908604004994152|81001|2|24079,2006,3379.6074,4,4.0,2.0,0
906906634993322|81001|1|24077,2006,2836.311,2,3.0,1.0,0
009664840782196|81001|1|24079,2006,427.5874,4,4.0,2.0,1
160646078448549|81001|2|24079,2006,587.5978,4,4.0,2.0,0
469400364410984|81001|1|24079,2006,426.087,4,4.0,2.0,0
497918504077449|81001|2|24079,2006,531.0846,4,4.0,2.0,0
786476959400960|81001|1|24079,2006,423.5245,4,4.0,2.0,0
599380957090974|81001|1|24078,2006,3322.1794,3,4.0,1.0,0
654522068909679|81001|2|24079,2006,1896.5675,4,4.0,2.0,1
491988408051549|81001|1|24079,2006,2050.0078,3,4.0,2.0,0
491988408051549|81001|2|24079,2006,1933.711,4,4.0,2.0,0
510370427690084|81001|1|24079,2006,1787.1987,4,4.0,2.0,0
307005604104186|81001|2|24078,2006,288.4379,3,3.0,1.0,0
467908306042629|81001|2|24079,2006,333.7751,4,4.0,2.0,0
493948603054699|81001|1|24079,2006,333.763,4,3.0,2.0,0
810961095447479|81001|1|24078,2006,323.2422,2,4.0,1.0,0
610910962350084|81001|1|24079,2006,464.0736,4,4.0,2.0,0
789330305710984|81001|1|24079,2006,3273.237,4,4.0,2.0,1
840709921946674|81001|1|24079,2006,3213.657,4,3.0,2.0,0
029474880981995|81001|2|24079,2006,3038.2678,4,4.0,2.0,0
490998602030849|81001|1|24079,2006,3245.0586,4,4.0,2.0,0
068714880964986|81001|3|24079,2006,3054.3674,4,4.0,2.0,0
466998909036889|81001|3|24079,2006,2792.2302,4,4.0,2.0,0
508169280069403|81001|1|24079,2006,2268.4758,4,4.0,2.0,0
760188095548039|81001|1|24079,2006,2988.4463,4,4.0,2.0,0
884375058909196|81001|1|24079,2006,2860.3884,4,4.0,2.0,0
884375058909196|81001|2|24079,2006,2849.9895,4,4.0,2.0,0
095164890012007|81001|2|24079,2006,1472.524,4,4.0,2.0,0
708901894799679|81001|2|24079,2006,1441.1938,4,4.0,2.0,0
994819068907797|81001|2|24079,2006,1119.4843,4,4.0,2.0,0
208601905991120|81001|1|24079,2006,314.9097,4,4.0,2.0,0
572958505092099|81001|1|24079,2006,307.5601,4,4.0,2.0,0
705215016909493|81001|1|24077,2006,323.4449,2,4.0,1.0,1
705215016909493|81001|2|24077,2006,394.4588,2,4.0,1.0,0
850009905340897|81001|1|24079,2006,311.3437,4,4.0,2.0,0
850006999443692|81001|2|24079,2006,312.6644,4,2.0,1.0,1
910081897589590|81001|1|24079,2006,2282.2593,4,4.0,2.0,0
515488065001308|81001|2|24076,2006,3079.9358,1,4.0,2.0,0
815167085001705|81001|2|24076,2006,2604.4807,1,2.0,1.0,1
850106941969194|81001|1|24079,2006,2738.6975,4,4.0,2.0,0
686041986584420|81001|1|24079,2006,2333.5105,4,1.0,0.0,0
815622098909277|81001|1|24079,2006,2735.7944,4,4.0,2.0,0
107906945690013|81001|2|24078,2006,2514.4458,2,3.0,0.0,1
608903455990234|81001|1|24079,2006,935.9319,4,4.0,2.0,0
120943069057659|81001|2|24078,2006,1009.7046,3,4.0,1.0,0
499410584450685|81001|1|24079,2006,1114.976,4,4.0,2.0,0
608604885997874|81001|1|24079,2006,914.0883,4,4.0,2.0,0
306905825994245|81001|1|24077,2006,2227.462,1,4.0,1.0,1
573928504029599|81001|2|24079,2006,2061.8274,4,4.0,2.0,0
510770727840085|81001|1|24079,2006,2041.8964,4,4.0,2.0,0
573998001096509|81001|1|24079,2006,2224.8198,4,4.0,2.0,0
930045801589780|81001|2|24079,2006,2122.054,4,4.0,2.0,0
933025881589930|81001|1|24079,2006,2224.8198,4,4.0,2.0,1
308904375991066|81001|1|24079,2006,262.5709,4,4.0,2.0,0
780911095101249|82001|1|24080,2006,2658.7324,4,4.0,3.0,0
801900550897281|82001|1|24080,2006,2813.7478,4,4.0,3.0,0
931529110819000|82001|2|24080,2006,2764.9375,4,4.0,3.0,0
971449410079003|82001|2|24080,2006,1976.4539,1,4.0,3.0,1
100206955130997|82001|1|24080,2006,440.9154,4,4.0,3.0,0
190125007406500|81001|1|24077,2006,475.944,1,4.0,1.0,0
442609010467001|82001|1|24080,2006,472.6035,4,4.0,3.0,0
900726099201099|82001|1|24080,2006,567.7572,4,4.0,3.0,0
900829097408239|81001|2|24079,2006,297.9282,3,4.0,2.0,0
914098759200622|82001|2|24080,2006,316.0001,4,4.0,3.0,0
096941605051495|82001|2|24080,2006,3307.093,4,4.0,3.0,0
140844051901791|82001|1|24080,2006,3015.0168,4,4.0,3.0,0
100400021531018|82001|1|24080,2006,3309.524,4,4.0,3.0,1
499760882610670|81001|2|24078,2006,2696.1926,2,4.0,1.0,0
035800150993492|82001|1|24080,2006,2147.482,4,4.0,3.0,0
880956098501979|82001|2|24080,2006,1863.1996,4,4.0,3.0,0
025960150699098|82001|1|24080,2006,1808.8397,4,4.0,3.0,0
034930150699795|82001|1|24080,2006,1780.3013,4,4.0,3.0,0
599820609590610|82001|2|24080,2006,3324.0913,4,4.0,3.0,0
406989210959006|82001|2|24080,2006,2646.13,4,4.0,3.0,0
699750447070910|82001|1|24080,2006,3043.5393,4,4.0,3.0,0
726249010589002|82001|2|24080,2006,2813.574,4,4.0,3.0,1
095941009009688|82001|2|24080,2006,2994.0996,4,4.0,3.0,0
098981705046668|82001|2|24080,2006,3290.116,4,4.0,3.0,0
100609724831932|82001|2|24080,2006,3075.6748,4,4.0,3.0,0
100609974061386|82001|1|24080,2006,3264.9565,4,4.0,3.0,1
260490011903092|82001|1|24080,2006,2771.3147,4,4.0,3.0,0
316286010879000|82001|1|24080,2006,5091.9077,4,4.0,3.0,0
520769094301267|82001|5|24080,2006,3172.1914,4,4.0,3.0,0
606800018720970|81001|2|24078,2006,3063.3894,2,4.0,1.0,0
650460093701459|82001|1|24080,2006,3372.3845,1,4.0,3.0,0
901908490890056|82001|2|24080,2006,2994.0996,4,4.0,3.0,0
180854031001014|82001|1|24080,2006,1352.3822,4,4.0,3.0,0
010061305075841|82001|2|24080,2006,1771.7888,4,4.0,3.0,0
899740637400910|82001|1|24080,2006,1688.9182,4,3.0,3.0,0
899100535320910|82001|1|24080,2006,2051.696,4,4.0,3.0,0
714029633089500|81001|1|24079,2006,1119.7738,3,3.0,2.0,0
019098829900861|82001|1|24080,2006,1090.08,4,4.0,3.0,0
093620890966697|81001|1|24079,2006,1511.3501,1,4.0,2.0,1
909579710479005|82001|1|24080,2006,1146.6364,4,1.0,1.0,0
101963091905094|82001|1|24080,2006,413.4812,4,4.0,3.0,0
110009924593062|82001|2|24080,2006,375.4429,4,4.0,3.0,0
115102740000130|82001|1|24080,2006,398.9387,4,4.0,3.0,0
301950021906294|82001|1|24080,2006,326.4987,4,4.0,3.0,0
716196958000860|82001|2|24080,2006,326.4987,4,4.0,3.0,0
117179689100150|82001|2|24080,2006,273.0475,4,4.0,3.0,0
148780093250711|82001|1|24080,2006,299.3961,1,3.0,2.0,1
197917504077140|81001|1|24078,2006,274.6298,2,2.0,0.0,0
197917504077140|81001|2|24078,2006,313.9946,2,2.0,0.0,0
715193598100679|82001|2|24080,2006,273.0475,4,4.0,3.0,0
110209933096516|82001|2|24080,2006,3264.3965,4,4.0,3.0,0
195941307026216|82001|2|24080,2006,3264.3965,4,4.0,3.0,0
301904561597402|82001|1|24080,2006,3872.0083,1,4.0,3.0,0
613191939200537|82001|1|24080,2006,3329.5593,4,4.0,3.0,0
902549410736108|82001|2|24080,2006,2627.1086,3,4.0,3.0,0
906052469119890|82001|1|24080,2006,3595.1313,4,4.0,3.0,0
019341130971698|82001|2|24080,2006,2884.983,4,4.0,3.0,0
110309900762086|82001|1|24080,2006,4064.3318,4,3.0,2.0,0
044761130990397|82001|1|24080,2006,3110.2,4,4.0,3.0,1
044761130990397|82001|2|24080,2006,3245.3132,4,4.0,3.0,0
451613041901490|82001|1|24080,2006,574.0541,4,4.0,3.0,0
451613041901490|82001|2|24080,2006,665.5222,4,4.0,3.0,0
599240461700911|82001|1|24080,2006,669.3047,4,1.0,0.0,0
034371160012704|82001|1|24080,2006,862.482,4,4.0,3.0,0
034371160012704|82001|2|24080,2006,705.9588,4,4.0,3.0,0
110600043274713|82001|2|24080,2006,801.6907,4,4.0,3.0,0
176240310340107|82001|1|24080,2006,801.6907,4,4.0,3.0,0
986059610399105|82001|1|24080,2006,714.4517,4,4.0,3.0,0
501007171106966|82001|2|24080,2006,707.044,4,4.0,3.0,0
198841305064781|82001|1|24080,2006,2490.9346,4,4.0,3.0,0
730978098511629|82001|2|24080,2006,2603.6394,4,4.0,3.0,0
068195029700962|81001|1|24077,2006,2917.3457,1,3.0,1.0,0
601904361899467|82001|2|24080,2006,2824.837,4,4.0,3.0,0
930984092011529|82001|1|24080,2006,3058.8315,4,4.0,3.0,0
006501180995191|82001|1|24080,2006,3267.6025,4,4.0,3.0,0
110800037808116|82001|1|24080,2006,3530.5525,4,3.0,2.0,0
110800037808116|82001|2|24080,2006,3630.73,4,3.0,2.0,0
195961604093855|82001|1|24080,2006,3267.6025,4,4.0,3.0,0
066281180991897|82001|2|24080,2006,2925.3472,4,4.0,3.0,0
899440954010911|82001|1|24080,2006,3654.6843,4,4.0,3.0,0
968309610489109|82001|1|24080,2006,3724.92,4,4.0,3.0,0
909329870429101|81001|2|24078,2006,1110.923,2,4.0,1.0,0
011741190994895|82001|2|24080,2006,1172.839,4,4.0,3.0,0
580178779900906|81002|1|24079,2006,1238.6562,3,4.0,2.0,0
979969110557107|82001|2|24080,2006,1170.5953,3,4.0,3.0,1
078882100994692|82001|1|24080,2006,1814.0338,4,4.0,3.0,0
204061309025161|82001|1|24080,2006,2162.9543,4,4.0,3.0,0
199470010690912|82001|2|24080,2006,2295.0767,4,4.0,3.0,0
513205870200116|82001|2|24080,2006,4324.9844,4,4.0,3.0,0
942149310359208|82001|1|24080,2006,3518.3218,2,4.0,3.0,0
230926096421759|82001|1|24080,2006,2973.1277,4,4.0,3.0,0
501704502894463|82001|2|24080,2006,456.9388,4,4.0,3.0,0
818293579300888|82001|2|24080,2006,563.3415,3,4.0,3.0,0
960733097827349|81001|1|24078,2006,450.5927,2,3.0,0.0,0
963439010559207|82001|1|24080,2006,549.0549,4,4.0,3.0,0
120407961804984|82001|2|24080,2006,1724.8385,4,4.0,3.0,0
215061709066401|82001|2|24080,2006,1637.1364,4,4.0,3.0,0
499400364410712|82001|1|24080,2006,1664.1746,4,4.0,3.0,0
499480580480912|82001|3|24080,2006,2331.299,3,2.0,1.0,1
984459110719204|82001|2|24080,2006,1664.1746,4,4.0,3.0,0
773064994219720|82001|2|24080,2006,1952.4434,4,4.0,3.0,0
120509961291761|82001|1|24080,2006,3644.8787,4,4.0,3.0,0
860456097821129|82001|2|24080,2006,3252.9204,4,4.0,3.0,1
120609936019660|82001|2|24080,2006,3526.5684,3,3.0,2.0,0
062818031901497|82001|1|24080,2006,2701.95,4,4.0,3.0,1
926149410299204|82001|2|24080,2006,3053.6416,4,4.0,3.0,0
715294039600856|82001|1|24080,2006,2516.214,4,4.0,3.0,0
976529510499209|82001|2|24080,2006,2606.151,4,4.0,3.0,0
407904092891537|81001|1|24078,2006,1885.2927,2,1.0,0.0,1
274941905002738|82001|1|24080,2006,1841.1002,4,4.0,3.0,0
274941905002738|82001|2|24080,2006,1633.7054,4,4.0,3.0,0
412209660700116|82001|1|24080,2006,1725.4822,3,4.0,3.0,0
672417098909372|81001|1|24079,2006,1422.0365,3,4.0,2.0,0
013602180990698|82001|2|24080,2006,1922.1737,4,4.0,3.0,0
317268459800855|82001|2|24080,2006,1899.3243,4,4.0,3.0,0
701008312107588|82001|3|24080,2006,2501.5198,4,4.0,3.0,1
999040703140912|82001|2|24080,2006,2673.6265,4,4.0,3.0,0
037612190973295|82001|1|24080,2006,1852.0754,4,4.0,3.0,0
390992070021679|82001|1|24080,2006,2646.038,4,4.0,3.0,0
390992070021679|82001|2|24080,2006,2209.343,4,4.0,3.0,0
082303100995997|82001|2|24080,2006,877.3594,4,3.0,2.0,0
730000012902412|81001|1|24078,2006,678.084,2,4.0,1.0,1
396921902030128|82001|1|24080,2006,787.9315,4,4.0,3.0,0
801904123594051|82001|1|24080,2006,801.6869,4,4.0,3.0,0
690911074131949|82001|1|24080,2006,822.1782,4,4.0,3.0,0
305061709066201|82001|2|24080,2006,986.161,4,4.0,3.0,0
301007193103632|82001|1|24080,2006,1224.4167,4,4.0,3.0,0
375941307026318|82001|2|24080,2006,440.34,4,4.0,3.0,0
371948305059319|81001|2|24079,2006,378.1101,3,4.0,2.0,0
423519410549307|82001|1|24080,2006,449.1941,4,4.0,3.0,0
130307974061386|82001|1|24080,2006,423.195,4,4.0,3.0,0
904589110999308|82001|2|24080,2006,3188.9324,4,4.0,3.0,0
090944099931779|82001|1|24080,2006,3005.5193,4,4.0,3.0,0
106908293995964|81001|2|24077,2006,2902.9934,1,4.0,1.0,0
391981501047448|82001|1|24080,2006,2817.5864,4,4.0,3.0,1
840743093531939|82001|1|24080,2006,3084.4817,4,4.0,3.0,0
954449610509304|82001|3|24080,2006,3863.1772,4,4.0,3.0,0
964029010639300|82001|1|24080,2006,3649.7869,4,4.0,3.0,0
499790266360913|82001|2|24080,2006,4028.5342,4,4.0,3.0,0
163598076907492|81001|1|24077,2006,3704.0022,1,4.0,1.0,0
406909513798726|81001|2|24077,2006,3099.785,1,4.0,1.0,0
510162007838940|81001|2|24079,2006,3487.4702,3,4.0,2.0,0
011395569600693|82001|2|24080,2006,3337.5,4,4.0,3.0,0
130609914027385|82001|1|24080,2006,4482.129,4,4.0,3.0,1
130609947360384|82001|2|24080,2006,3393.395,4,3.0,3.0,1
310969090331129|82001|1|24080,2006,3308.3325,4,4.0,3.0,1
310969090331129|82001|3|24080,2006,3908.3645,4,4.0,3.0,0
496099110009301|82001|2|24080,2006,3108.2397,4,4.0,3.0,1
699670007870913|82001|1|24080,2006,3115.5962,4,4.0,3.0,0
706209310269306|82001|2|24080,2006,3341.552,4,4.0,3.0,0
500969093931759|82001|1|24080,2006,3534.661,4,4.0,3.0,0
001003363106467|82001|1|24080,2006,4035.505,4,4.0,3.0,1
799440954010913|82001|2|24080,2006,2576.0083,4,4.0,3.0,0
920017713319930|82001|1|24080,2006,4296.146,4,3.0,2.0,1
012143770970293|81001|1|24078,2006,2896.6912,2,4.0,1.0,0
750978095331529|82001|2|24080,2006,2837.26,4,4.0,3.0,0
901004243103597|82001|2|24080,2006,2737.4712,1,4.0,3.0,1
394978709013759|81001|1|24079,2006,3205.4336,3,4.0,2.0,0
000893180998991|82001|1|24080,2006,430.3474,4,3.0,2.0,0
066283180971897|82001|2|24080,2006,305.7336,4,4.0,3.0,0
130800068839615|82001|1|24080,2006,400.9082,4,4.0,3.0,0
909279910159306|82001|1|24080,2006,3742.0632,4,4.0,3.0,0
390921706033958|82001|1|24080,2006,2662.7527,4,4.0,3.0,0
394981106017925|82001|1|24080,2006,2603.729,4,4.0,3.0,1
489599610959305|82001|1|24080,2006,2460.2866,4,2.0,1.0,0
601006883108199|82001|1|24080,2006,2826.8767,4,4.0,3.0,0
612391119900801|82001|1|24080,2006,2715.2734,4,4.0,3.0,0
713392609900835|82001|1|24080,2006,2662.7527,4,4.0,3.0,0
969499410176307|82001|1|24080,2006,2464.8062,4,4.0,3.0,0
620909093841059|82001|2|24080,2006,2058.5283,4,4.0,3.0,0
140006990712796|82001|1|24080,2006,2541.9622,4,4.0,3.0,0
216493489100884|82001|1|24080,2006,2915.3533,4,4.0,3.0,0
491971906096146|82001|1|24080,2006,2385.956,4,4.0,3.0,0
700918075941769|82001|1|24080,2006,1832.68,4,4.0,3.0,0
036304120979895|82001|1|24080,2006,2742.987,4,4.0,3.0,0
160924094241099|82001|3|24080,2006,3068.0408,4,4.0,3.0,0
492981105016276|82001|3|24080,2006,3068.0408,4,4.0,3.0,0
370922096441439|82001|1|24080,2006,2476.2,4,3.0,2.0,0
299720570900914|82001|1|24080,2006,3006.7188,1,4.0,3.0,1
284699510657409|82001|1|24080,2006,444.5373,4,4.0,3.0,0
050942093441738|82001|1|24080,2006,416.6212,4,4.0,3.0,0
057714140972597|82001|1|24080,2006,485.6188,4,4.0,3.0,0
101708294595964|82001|2|24080,2006,392.084,4,4.0,3.0,0
497981304098438|82001|2|24080,2006,559.3104,4,4.0,3.0,0
599870786840914|82001|1|24080,2006,2546.193,4,4.0,3.0,0
956449010367407|82001|1|24080,2006,297.1274,4,4.0,3.0,0
140609991563982|82001|1|24080,2006,387.8195,4,4.0,3.0,0
699520420760914|82001|1|24080,2006,479.9896,4,4.0,3.0,0
110976094041409|82001|2|24080,2006,2940.6523,3,4.0,3.0,0
090973095141449|82001|1|24080,2006,2625.723,4,4.0,3.0,0
416405610800145|82001|2|24080,2006,3804.9187,4,4.0,3.0,0
140809987320404|82001|1|24080,2006,3591.0742,4,4.0,3.0,0
901006404104698|82001|1|24080,2006,3717.466,4,4.0,3.0,0
020980090341989|82001|3|24080,2006,3835.0688,4,4.0,3.0,0
899090746670674|81001|1|24078,2006,2582.3171,2,4.0,1.0,1
140909907227631|82001|1|24080,2006,1319.7834,4,4.0,3.0,0
617040918519510|82001|2|24080,2006,308.6784,4,4.0,3.0,0
920709510126503|82001|1|24080,2006,308.6784,4,4.0,3.0,0
779061923519210|82001|2|24080,2006,2285.4712,4,4.0,3.0,0
901001945103311|82001|2|24080,2006,2793.8796,4,4.0,3.0,0
020215710691991|81001|2|24078,2006,2006.9287,2,4.0,1.0,0
790912098251409|82001|1|24080,2006,2419.081,4,4.0,3.0,0
092635140992594|82001|1|24080,2006,1031.4775,4,4.0,3.0,0
005995140995892|82001|1|24080,2006,1358.5566,4,4.0,3.0,0
108608535998944|81001|2|24079,2006,995.1257,3,4.0,2.0,0
499540492380915|82001|1|24080,2006,1031.4775,4,4.0,3.0,0
499690854550915|82001|2|24080,2006,1031.4775,4,4.0,3.0,0
599670007870915|82001|1|24080,2006,2094.384,4,4.0,3.0,0
408905365997215|81001|2|24079,2006,2081.7883,3,4.0,2.0,0
000954075351889|82001|2|24080,2006,2068.5796,4,4.0,3.0,0
210958095757479|81001|1|24078,2006,2051.501,1,4.0,1.0,1
599540308080715|82001|1|24080,2006,2394.1646,4,4.0,3.0,0
599540308080715|82001|3|24080,2006,2467.611,4,4.0,3.0,0
700095929519240|82001|1|24080,2006,2069.0715,4,4.0,3.0,0
101000675104246|82001|2|24080,2006,268.9365,4,4.0,3.0,1
699310549510675|81001|1|24078,2006,311.9726,2,1.0,0.0,0
699940631160615|82001|1|24080,2006,263.25,4,4.0,3.0,0
085415160996997|82001|1|24080,2006,414.7752,4,4.0,3.0,0
906279610089500|82001|2|24080,2006,264.2276,4,4.0,3.0,0
996269180116507|81001|2|24079,2006,245.2865,3,4.0,2.0,0
095962604093159|82001|1|24081,2006,3656.8274,4,1.0,1.0,0
099932305043199|82001|2|24081,2006,3276.819,4,1.0,1.0,1
050790120691395|82001|1|24080,2006,303.762,3,2.0,1.0,0
641032970029810|82001|2|24081,2006,277.9386,4,4.0,4.0,0
002603710999132|82001|2|24081,2006,396.7555,4,3.0,3.0,1
