PERIDNUM,MARZO,leaver,OCCUP,PEIOOCC,leaver_MARCH
9414009022807161701101,0,,2310.0,2320.0,
9417113050600161601101,0,,,,
9418001013191561601102,0,0.0,,,
9418005164360511611102,0,0.0,,,
9419004038258061801101,0,,,,
9419012381068411601101,0,0.0,,,
9422060134712701501102,1,1.0,2330.0,725.0,1.0
9453010141089901601102,0,0.0,,,
9460256010800151611102,0,0.0,,,
9469092153271501501101,1,,2310.0,2310.0,0.0
9500455250818101701101,1,,2310.0,2310.0,0.0
9500744320715701511102,1,0.0,2310.0,2310.0,0.0
9502960313196311601103,0,0.0,,,
9506245590512101701101,0,,,,
9510201025465611601101,0,1.0,,,
9510201033465631701102,1,,2310.0,2310.0,0.0
9510901062965191701101,1,,2310.0,2310.0,0.0
9511009059202251711101,1,,2300.0,2300.0,0.0
9514005088202441601101,0,0.0,,,
9515000063192281701101,1,,2310.0,2310.0,0.0
9530401079725321801101,0,,,,
9540511062871501611102,0,,,,
9560531062571501501102,1,0.0,2310.0,2310.0,0.0
9570511062271501611103,0,0.0,,,
9580001034210831701101,0,,,,
9595587430801101701101,0,,,,
9598243530600151501101,1,,,,
9606334880515611801102,0,,,,
9607280114096591701102,1,,2310.0,2310.0,0.0
9610006080915251601102,0,,,,
9610007185176471501102,1,0.0,2320.0,2320.0,0.0
9611006358376301501103,1,0.0,2310.0,2310.0,0.0
9613007062998431801102,0,,,,
9613008084954241601101,0,0.0,,,
9702347150212811701101,0,,2310.0,2310.0,
9708746260119811601101,0,,,,
9717009024118171701101,0,,,,
9760501010141041601102,0,0.0,,,
9760631095353851701102,0,,,,
9799494930501151601101,0,0.0,,,
9804060710257161701102,0,,2310.0,2310.0,
9804430680411301801102,0,,,,
9805029730018801511102,1,,2300.0,2300.0,0.0
9805913910919801501102,1,0.0,2310.0,2310.0,0.0
9809480914039601701102,1,,2320.0,2320.0,0.0
9812003022228421601102,0,,,,
9830701020904801701102,1,,2310.0,2310.0,0.0
9850201023870891601101,0,0.0,,,
9886280210900111701102,1,,2310.0,2310.0,0.0
9901551620113111801102,0,,,,
9902114490719301701102,1,,2310.0,2310.0,0.0
9902370414093151501101,1,,,,
9902455250818501701102,1,,2310.0,2310.0,0.0
9905250912075041701101,0,,,,
9910008015259351601101,0,0.0,,,
9914260610964811501101,1,0.0,2310.0,2310.0,0.0
9914260610964811501102,1,0.0,2310.0,2310.0,0.0
9918008048821471601101,0,,,,
9919003080255211711101,0,,,,
9970701031442681701101,0,,,,
9973487440900151701102,1,,2310.0,2310.0,0.0
